date,Open,High,Low,Close,Adj Close**,Volume
"Apr 11, 2019",2891.92,2893.42,2881.99,2888.32,2888.32,2938540000
"Apr 10, 2019",2881.37,2889.71,2879.13,2888.21,2888.21,3062380000
"Apr 09, 2019",2886.58,2886.88,2873.33,2878.2,2878.2,3007980000
"Apr 08, 2019",2888.46,2895.95,2880.78,2895.77,2895.77,3054030000
"Apr 05, 2019",2884.16,2893.24,2882.99,2892.74,2892.74,3146820000
"Apr 04, 2019",2873.99,2881.28,2867.14,2879.39,2879.39,3015180000
"Apr 03, 2019",2876.09,2885.25,2865.17,2873.4,2873.4,3550240000
"Apr 02, 2019",2868.24,2872.9,2858.75,2867.24,2867.24,3246900000
"Apr 01, 2019",2848.63,2869.4,2848.63,2867.19,2867.19,3500760000
"Mar 29, 2019",2828.27,2836.03,2819.23,2834.4,2834.4,3740700000
"Mar 28, 2019",2809.4,2819.71,2798.77,2815.44,2815.44,3158170000
"Mar 27, 2019",2819.72,2825.56,2787.72,2805.37,2805.37,3372930000
"Mar 26, 2019",2812.66,2829.87,2803.99,2818.46,2818.46,3266050000
"Mar 25, 2019",2796.01,2809.79,2785.02,2798.36,2798.36,3376580000
"Mar 22, 2019",2844.52,2846.16,2800.47,2800.71,2800.71,4237200000
"Mar 21, 2019",2819.72,2860.31,2817.38,2854.88,2854.88,3546800000
"Mar 20, 2019",2831.34,2843.54,2812.43,2824.23,2824.23,3771200000
"Mar 19, 2019",2840.76,2852.42,2823.27,2832.57,2832.57,3620220000
"Mar 18, 2019",2822.61,2835.41,2821.99,2832.94,2832.94,3552190000
"Mar 15, 2019",2810.79,2830.73,2810.79,2822.48,2822.48,5962730000
"Mar 14, 2019",2810.38,2815,2803.46,2808.48,2808.48,3469730000
"Mar 13, 2019",2799.78,2821.24,2799.78,2810.92,2810.92,3766150000
"Mar 12, 2019",2787.34,2798.32,2786.73,2791.52,2791.52,3414230000
"Mar 11, 2019",2747.61,2784,2747.61,2783.3,2783.3,3749030000
"Mar 08, 2019",2730.79,2744.13,2722.27,2743.07,2743.07,3423130000
"Mar 07, 2019",2766.53,2767.25,2739.09,2748.93,2748.93,3904860000
"Mar 06, 2019",2790.27,2790.27,2768.69,2771.45,2771.45,3786600000
"Mar 05, 2019",2794.41,2796.44,2782.97,2789.65,2789.65,3585690000
"Mar 04, 2019",2814.37,2816.88,2767.66,2792.81,2792.81,3919810000
"Mar 01, 2019",2798.22,2808.02,2787.38,2803.69,2803.69,3972280000
"Feb 28, 2019",2788.11,2793.73,2782.51,2784.49,2784.49,4396930000
"Feb 27, 2019",2787.5,2795.76,2775.13,2792.38,2792.38,3767130000
"Feb 26, 2019",2792.36,2803.12,2789.47,2793.9,2793.9,3645680000
"Feb 25, 2019",2804.35,2813.49,2794.99,2796.11,2796.11,3804380000
"Feb 22, 2019",2780.67,2794.2,2779.11,2792.67,2792.67,3427810000
"Feb 21, 2019",2780.24,2781.58,2764.55,2774.88,2774.88,3559710000
"Feb 20, 2019",2779.05,2789.88,2774.06,2784.7,2784.7,3835450000
"Feb 19, 2019",2769.28,2787.33,2767.29,2779.76,2779.76,3533710000
"Feb 15, 2019",2760.24,2775.66,2760.24,2775.6,2775.6,3641370000
"Feb 14, 2019",2743.5,2757.9,2731.23,2745.73,2745.73,3836700000
"Feb 13, 2019",2750.3,2761.85,2748.63,2753.03,2753.03,3670770000
"Feb 12, 2019",2722.61,2748.19,2722.61,2744.73,2744.73,3827770000
"Feb 11, 2019",2712.4,2718.05,2703.79,2709.8,2709.8,3361970000
"Feb 08, 2019",2692.36,2708.07,2681.83,2707.88,2707.88,3622330000
"Feb 07, 2019",2717.53,2719.32,2687.26,2706.05,2706.05,4099490000
"Feb 06, 2019",2735.05,2738.08,2724.15,2731.61,2731.61,3472690000
"Feb 05, 2019",2728.34,2738.98,2724.03,2737.7,2737.7,3560430000
"Feb 04, 2019",2706.49,2724.99,2698.75,2724.87,2724.87,3359840000
"Feb 01, 2019",2702.32,2716.66,2696.88,2706.53,2706.53,3759270000
"Jan 31, 2019",2685.49,2708.95,2678.65,2704.1,2704.1,4917650000
"Jan 30, 2019",2653.62,2690.44,2648.34,2681.05,2681.05,3867810000
"Jan 29, 2019",2644.89,2650.93,2631.05,2640,2640,3504200000
"Jan 28, 2019",2644.97,2644.97,2624.06,2643.85,2643.85,3612810000
"Jan 25, 2019",2657.44,2672.38,2657.33,2664.76,2664.76,3814080000
"Jan 24, 2019",2638.84,2647.2,2627.01,2642.33,2642.33,3433250000
"Jan 23, 2019",2643.48,2653.19,2612.86,2638.7,2638.7,3335610000
"Jan 22, 2019",2657.88,2657.88,2617.27,2632.9,2632.9,3908030000
"Jan 18, 2019",2651.27,2675.47,2647.58,2670.71,2670.71,3986730000
"Jan 17, 2019",2609.28,2645.06,2606.36,2635.96,2635.96,3772270000
"Jan 16, 2019",2614.75,2625.76,2612.68,2616.1,2616.1,3863770000
"Jan 15, 2019",2585.1,2613.08,2585.1,2610.3,2610.3,3572330000
"Jan 14, 2019",2580.31,2589.32,2570.41,2582.61,2582.61,3664450000
"Jan 11, 2019",2588.11,2596.27,2577.4,2596.26,2596.26,3434490000
"Jan 10, 2019",2573.51,2597.82,2562.02,2596.64,2596.64,3704500000
"Jan 09, 2019",2580,2595.32,2568.89,2584.96,2584.96,4052480000
"Jan 08, 2019",2568.11,2579.82,2547.56,2574.41,2574.41,4083030000
"Jan 07, 2019",2535.61,2566.16,2524.56,2549.69,2549.69,4104710000
"Jan 04, 2019",2474.33,2538.07,2474.33,2531.94,2531.94,4213410000
"Jan 03, 2019",2491.92,2493.14,2443.96,2447.89,2447.89,3822860000
"Jan 02, 2019",2476.96,2519.49,2467.47,2510.03,2510.03,3733160000
"Dec 31, 2018",2498.94,2509.24,2482.82,2506.85,2506.85,3442870000
"Dec 28, 2018",2498.77,2520.27,2472.89,2485.74,2485.74,3702620000
"Dec 27, 2018",2442.5,2489.1,2397.94,2488.83,2488.83,4096610000
"Dec 26, 2018",2363.12,2467.76,2346.58,2467.7,2467.7,4233990000
"Dec 24, 2018",2400.56,2410.34,2351.1,2351.1,2351.1,2613930000
"Dec 21, 2018",2465.38,2504.41,2408.55,2416.62,2416.62,7609010000
"Dec 20, 2018",2496.77,2509.63,2441.18,2467.42,2467.42,5585780000
"Dec 19, 2018",2547.05,2585.29,2488.96,2506.96,2506.96,5127940000
"Dec 18, 2018",2559.9,2573.99,2528.71,2546.16,2546.16,4470880000
"Dec 17, 2018",2590.75,2601.13,2530.54,2545.94,2545.94,4616350000
"Dec 14, 2018",2629.68,2635.07,2593.84,2599.95,2599.95,4035020000
"Dec 13, 2018",2658.7,2670.19,2637.27,2650.54,2650.54,3927720000
"Dec 12, 2018",2658.23,2685.44,2650.26,2651.07,2651.07,3958890000
"Dec 11, 2018",2664.44,2674.35,2621.3,2636.78,2636.78,3905870000
"Dec 10, 2018",2630.86,2647.51,2583.23,2637.72,2637.72,4151030000
"Dec 07, 2018",2691.26,2708.54,2623.14,2633.08,2633.08,4216690000
"Dec 06, 2018",2663.51,2696.15,2621.53,2695.95,2695.95,5141470000
"Dec 04, 2018",2782.43,2785.93,2697.18,2700.06,2700.06,4499840000
"Dec 03, 2018",2790.5,2800.18,2773.38,2790.37,2790.37,4186060000
"Nov 30, 2018",2737.76,2760.88,2732.76,2760.17,2760.17,4658580000
"Nov 29, 2018",2736.97,2753.75,2722.94,2737.8,2737.8,3560770000
"Nov 28, 2018",2691.45,2744,2684.38,2743.79,2743.79,3951670000
"Nov 27, 2018",2663.75,2682.53,2655.89,2682.17,2682.17,3485220000
"Nov 26, 2018",2649.97,2674.35,2649.97,2673.45,2673.45,3443950000
"Nov 23, 2018",2633.36,2647.55,2631.09,2632.56,2632.56,1651650000
"Nov 21, 2018",2657.74,2670.73,2649.82,2649.93,2649.93,3233550000
"Nov 20, 2018",2654.6,2669.44,2631.52,2641.89,2641.89,4357900000
"Nov 19, 2018",2730.74,2733.16,2681.09,2690.73,2690.73,3772900000
"Nov 16, 2018",2718.54,2746.75,2712.16,2736.27,2736.27,3975180000
"Nov 15, 2018",2693.52,2735.38,2670.75,2730.2,2730.2,4179140000
"Nov 14, 2018",2737.9,2746.8,2685.75,2701.58,2701.58,4402370000
"Nov 13, 2018",2730.05,2754.6,2714.98,2722.18,2722.18,4091440000
"Nov 12, 2018",2773.93,2775.99,2722,2726.22,2726.22,3670930000
"Nov 09, 2018",2794.1,2794.1,2764.24,2781.01,2781.01,4019090000
"Nov 08, 2018",2806.38,2814.75,2794.99,2806.83,2806.83,3630490000
"Nov 07, 2018",2774.13,2815.15,2774.13,2813.89,2813.89,3914750000
"Nov 06, 2018",2738.4,2756.82,2737.08,2755.45,2755.45,3510860000
"Nov 05, 2018",2726.37,2744.27,2717.94,2738.31,2738.31,3623320000
"Nov 02, 2018",2745.45,2756.55,2700.44,2723.06,2723.06,4237930000
"Nov 01, 2018",2717.58,2741.67,2708.85,2740.37,2740.37,4708420000
"Oct 31, 2018",2705.6,2736.69,2705.6,2711.74,2711.74,5112420000
"Oct 30, 2018",2640.68,2685.43,2635.34,2682.63,2682.63,5106380000
"Oct 29, 2018",2682.65,2706.85,2603.54,2641.25,2641.25,4673700000
"Oct 26, 2018",2667.86,2692.38,2628.16,2658.69,2658.69,4803150000
"Oct 25, 2018",2674.88,2722.7,2667.84,2705.57,2705.57,4634770000
"Oct 24, 2018",2737.87,2742.59,2651.89,2656.1,2656.1,4709310000
"Oct 23, 2018",2721.03,2753.59,2691.43,2740.69,2740.69,4348580000
"Oct 22, 2018",2773.94,2778.94,2749.22,2755.88,2755.88,3307140000
"Oct 19, 2018",2775.66,2797.77,2760.27,2767.78,2767.78,3566490000
"Oct 18, 2018",2802,2806.04,2755.18,2768.78,2768.78,3616440000
"Oct 17, 2018",2811.67,2816.94,2781.81,2809.21,2809.21,3321710000
"Oct 16, 2018",2767.05,2813.46,2766.91,2809.92,2809.92,3428340000
"Oct 15, 2018",2763.83,2775.99,2749.03,2750.79,2750.79,3300140000
"Oct 12, 2018",2770.54,2775.77,2729.44,2767.13,2767.13,3966040000
"Oct 11, 2018",2776.87,2795.14,2710.51,2728.37,2728.37,4890630000
"Oct 10, 2018",2873.9,2874.02,2784.86,2785.68,2785.68,4501250000
"Oct 09, 2018",2882.51,2894.83,2874.27,2880.34,2880.34,3520500000
"Oct 08, 2018",2877.53,2889.45,2862.08,2884.43,2884.43,3330320000
"Oct 05, 2018",2902.54,2909.64,2869.29,2885.57,2885.57,3328980000
"Oct 04, 2018",2919.35,2919.78,2883.92,2901.61,2901.61,3496860000
"Oct 03, 2018",2931.69,2939.86,2921.36,2925.51,2925.51,3598710000
"Oct 02, 2018",2923.8,2931.42,2919.37,2923.43,2923.43,3401880000
"Oct 01, 2018",2926.29,2937.06,2917.91,2924.59,2924.59,3364190000
"Sep 28, 2018",2910.03,2920.53,2907.5,2913.98,2913.98,3432300000
"Sep 27, 2018",2911.65,2927.22,2909.27,2914,2914,3060850000
"Sep 26, 2018",2916.98,2931.15,2903.28,2905.97,2905.97,3388620000
"Sep 25, 2018",2921.75,2923.95,2913.7,2915.56,2915.56,3285480000
"Sep 24, 2018",2921.83,2923.79,2912.63,2919.37,2919.37,3372210000
"Sep 21, 2018",2936.76,2940.91,2927.11,2929.67,2929.67,5607610000
"Sep 20, 2018",2919.73,2934.8,2919.73,2930.75,2930.75,3337730000
"Sep 19, 2018",2906.6,2912.36,2903.82,2907.95,2907.95,3280020000
"Sep 18, 2018",2890.74,2911.17,2890.43,2904.31,2904.31,3074610000
"Sep 17, 2018",2903.83,2904.65,2886.16,2888.8,2888.8,2947760000
"Sep 14, 2018",2906.38,2908.3,2895.77,2904.98,2904.98,3149800000
"Sep 13, 2018",2896.85,2906.76,2896.39,2904.18,2904.18,3254930000
"Sep 12, 2018",2888.29,2894.65,2879.2,2888.92,2888.92,3264930000
"Sep 11, 2018",2871.57,2892.52,2866.78,2887.89,2887.89,2899660000
"Sep 10, 2018",2881.39,2886.93,2875.94,2877.13,2877.13,2731400000
"Sep 07, 2018",2868.26,2883.81,2864.12,2871.68,2871.68,2946270000
"Sep 06, 2018",2888.64,2892.05,2867.29,2878.05,2878.05,3139590000
"Sep 05, 2018",2891.59,2894.21,2876.92,2888.6,2888.6,3241250000
"Sep 04, 2018",2896.96,2900.18,2885.13,2896.72,2896.72,3077060000
"Aug 31, 2018",2898.37,2906.32,2891.73,2901.52,2901.52,2880260000
"Aug 30, 2018",2908.94,2912.46,2895.22,2901.13,2901.13,2802180000
"Aug 29, 2018",2900.62,2916.5,2898.4,2914.04,2914.04,2791860000
"Aug 28, 2018",2901.45,2903.77,2893.5,2897.52,2897.52,2683190000
"Aug 27, 2018",2884.69,2898.25,2884.69,2896.74,2896.74,2854080000
"Aug 24, 2018",2862.35,2876.16,2862.35,2874.69,2874.69,2596190000
"Aug 23, 2018",2860.29,2868.78,2854.03,2856.98,2856.98,2713910000
"Aug 22, 2018",2860.99,2867.54,2856.05,2861.82,2861.82,2689560000
"Aug 21, 2018",2861.51,2873.23,2861.32,2862.96,2862.96,3147140000
"Aug 20, 2018",2853.93,2859.76,2850.62,2857.05,2857.05,2748020000
"Aug 17, 2018",2838.32,2855.63,2833.73,2850.13,2850.13,3024100000
"Aug 16, 2018",2831.44,2850.49,2831.44,2840.69,2840.69,3219880000
"Aug 15, 2018",2827.95,2827.95,2802.49,2818.37,2818.37,3645070000
"Aug 14, 2018",2827.88,2843.11,2826.58,2839.96,2839.96,2976970000
"Aug 13, 2018",2835.46,2843.4,2819.88,2821.93,2821.93,3158450000
"Aug 10, 2018",2838.9,2842.2,2825.81,2833.28,2833.28,3256040000
"Aug 09, 2018",2857.19,2862.48,2851.98,2853.58,2853.58,3047050000
"Aug 08, 2018",2856.79,2862.44,2853.09,2857.7,2857.7,2972200000
"Aug 07, 2018",2855.92,2863.43,2855.92,2858.45,2858.45,3162770000
"Aug 06, 2018",2840.29,2853.29,2835.98,2850.4,2850.4,2874540000
"Aug 03, 2018",2829.62,2840.38,2827.37,2840.35,2840.35,3030390000
"Aug 02, 2018",2800.48,2829.91,2796.34,2827.22,2827.22,3467380000
"Aug 01, 2018",2821.17,2825.83,2805.85,2813.36,2813.36,3496990000
"Jul 31, 2018",2809.73,2824.46,2808.06,2816.29,2816.29,3892100000
"Jul 30, 2018",2819,2821.74,2798.11,2802.6,2802.6,3245770000
"Jul 27, 2018",2842.35,2843.17,2808.34,2818.82,2818.82,3415710000
"Jul 26, 2018",2835.49,2845.57,2835.26,2837.44,2837.44,3653330000
"Jul 25, 2018",2817.73,2848.03,2817.73,2846.07,2846.07,3553010000
"Jul 24, 2018",2820.68,2829.99,2811.12,2820.4,2820.4,3417530000
"Jul 23, 2018",2799.17,2808.61,2795.14,2806.98,2806.98,2907430000
"Jul 20, 2018",2804.55,2809.7,2800.01,2801.83,2801.83,3230210000
"Jul 19, 2018",2809.37,2812.05,2799.77,2804.49,2804.49,3266700000
"Jul 18, 2018",2811.35,2816.76,2805.89,2815.62,2815.62,3089780000
"Jul 17, 2018",2789.34,2814.19,2789.24,2809.55,2809.55,3050730000
"Jul 16, 2018",2797.36,2801.19,2793.39,2798.43,2798.43,2812230000
"Jul 13, 2018",2796.93,2804.53,2791.69,2801.31,2801.31,2614000000
"Jul 12, 2018",2783.14,2799.22,2781.53,2798.29,2798.29,2821690000
"Jul 11, 2018",2779.82,2785.91,2770.77,2774.02,2774.02,2964740000
"Jul 10, 2018",2788.56,2795.58,2786.24,2793.84,2793.84,3063850000
"Jul 09, 2018",2775.62,2784.65,2770.73,2784.17,2784.17,3050040000
"Jul 06, 2018",2737.68,2764.41,2733.52,2759.82,2759.82,2554780000
"Jul 05, 2018",2724.19,2737.83,2716.02,2736.61,2736.61,2953420000
"Jul 03, 2018",2733.27,2736.58,2711.16,2713.22,2713.22,1911470000
"Jul 02, 2018",2704.95,2727.26,2698.95,2726.71,2726.71,3073650000
"Jun 29, 2018",2727.13,2743.26,2718.03,2718.37,2718.37,3565620000
"Jun 28, 2018",2698.69,2724.34,2691.99,2716.31,2716.31,3428140000
"Jun 27, 2018",2728.45,2746.09,2699.38,2699.63,2699.63,3776090000
"Jun 26, 2018",2722.12,2732.91,2715.6,2723.06,2723.06,3555090000
"Jun 25, 2018",2742.94,2742.94,2698.67,2717.07,2717.07,3655080000
"Jun 22, 2018",2760.79,2764.17,2752.68,2754.88,2754.88,5450550000
"Jun 21, 2018",2769.28,2769.28,2744.39,2749.76,2749.76,3300060000
"Jun 20, 2018",2769.73,2774.86,2763.91,2767.32,2767.32,3327600000
"Jun 19, 2018",2752.01,2765.05,2743.19,2762.59,2762.59,3661470000
"Jun 18, 2018",2765.79,2774.99,2757.12,2773.75,2773.75,3287150000
"Jun 15, 2018",2777.78,2782.81,2761.73,2779.66,2779.66,5428790000
"Jun 14, 2018",2783.21,2789.06,2776.52,2782.49,2782.49,3526890000
"Jun 13, 2018",2787.94,2791.47,2774.65,2775.63,2775.63,3779230000
"Jun 12, 2018",2785.6,2789.8,2778.78,2786.85,2786.85,3401010000
"Jun 11, 2018",2780.18,2790.21,2780.17,2782,2782,3232330000
"Jun 08, 2018",2765.84,2779.39,2763.59,2779.03,2779.03,3123210000
"Jun 07, 2018",2774.84,2779.9,2760.16,2770.37,2770.37,3711330000
"Jun 06, 2018",2753.25,2772.39,2748.46,2772.35,2772.35,3651640000
"Jun 05, 2018",2748.46,2752.61,2739.51,2748.8,2748.8,3517790000
"Jun 04, 2018",2741.67,2749.16,2740.54,2746.87,2746.87,3376510000
"Jun 01, 2018",2718.7,2736.93,2718.7,2734.62,2734.62,3684130000
"May 31, 2018",2720.98,2722.5,2700.68,2705.27,2705.27,4235370000
"May 30, 2018",2702.43,2729.34,2702.43,2724.01,2724.01,3561050000
"May 29, 2018",2705.11,2710.67,2676.81,2689.86,2689.86,3736890000
"May 25, 2018",2723.6,2727.36,2714.99,2721.33,2721.33,2995260000
"May 24, 2018",2730.94,2731.97,2707.38,2727.76,2727.76,3256030000
"May 23, 2018",2713.98,2733.33,2709.54,2733.29,2733.29,3326290000
"May 22, 2018",2738.34,2742.24,2721.88,2724.44,2724.44,3366310000
"May 21, 2018",2735.39,2739.19,2725.7,2733.01,2733.01,3019890000
"May 18, 2018",2717.35,2719.5,2709.18,2712.97,2712.97,3368690000
"May 17, 2018",2719.71,2731.96,2711.36,2720.13,2720.13,3475400000
"May 16, 2018",2712.62,2727.76,2712.17,2722.46,2722.46,3202670000
"May 15, 2018",2718.59,2718.59,2701.91,2711.45,2711.45,3290680000
"May 14, 2018",2738.47,2742.1,2725.47,2730.13,2730.13,2972660000
"May 11, 2018",2722.7,2732.86,2717.45,2727.72,2727.72,2862700000
"May 10, 2018",2705.02,2726.11,2704.54,2723.07,2723.07,3333050000
"May 09, 2018",2678.12,2701.27,2674.14,2697.79,2697.79,3909500000
"May 08, 2018",2670.26,2676.34,2655.2,2671.92,2671.92,3717570000
"May 07, 2018",2680.34,2683.35,2664.7,2672.63,2672.63,3237960000
"May 04, 2018",2621.45,2670.93,2615.32,2663.42,2663.42,3327220000
"May 03, 2018",2628.08,2637.14,2594.62,2629.73,2629.73,3851470000
"May 02, 2018",2654.24,2660.87,2631.7,2635.67,2635.67,4010770000
"May 01, 2018",2642.96,2655.27,2625.41,2654.8,2654.8,3559850000
"Apr 30, 2018",2682.51,2682.87,2648.04,2648.05,2648.05,3734530000
"Apr 27, 2018",2675.47,2677.35,2659.01,2669.91,2669.91,3219030000
"Apr 26, 2018",2651.65,2676.48,2647.16,2666.94,2666.94,3665720000
"Apr 25, 2018",2634.92,2645.3,2612.67,2639.4,2639.4,3499440000
"Apr 24, 2018",2680.8,2683.55,2617.32,2634.56,2634.56,3706740000
"Apr 23, 2018",2675.4,2682.86,2657.99,2670.29,2670.29,3017480000
"Apr 20, 2018",2692.56,2693.94,2660.61,2670.14,2670.14,3388590000
"Apr 19, 2018",2701.16,2702.84,2681.9,2693.13,2693.13,3349370000
"Apr 18, 2018",2710.11,2717.49,2703.63,2708.64,2708.64,3383410000
"Apr 17, 2018",2692.74,2713.34,2692.05,2706.39,2706.39,3234360000
"Apr 16, 2018",2670.1,2686.49,2665.16,2677.84,2677.84,3019700000
"Apr 13, 2018",2676.9,2680.26,2645.05,2656.3,2656.3,2960910000
"Apr 12, 2018",2653.83,2674.72,2653.83,2663.99,2663.99,3021320000
"Apr 11, 2018",2643.89,2661.43,2639.25,2642.19,2642.19,3020760000
"Apr 10, 2018",2638.41,2665.45,2635.78,2656.87,2656.87,3543930000
"Apr 09, 2018",2617.18,2653.55,2610.79,2613.16,2613.16,3062960000
"Apr 06, 2018",2645.82,2656.88,2586.27,2604.47,2604.47,3299700000
"Apr 05, 2018",2657.36,2672.08,2649.58,2662.84,2662.84,3178970000
"Apr 04, 2018",2584.04,2649.86,2573.61,2644.69,2644.69,3350340000
"Apr 03, 2018",2592.17,2619.14,2575.49,2614.45,2614.45,3392810000
"Apr 02, 2018",2633.45,2638.3,2553.8,2581.88,2581.88,3598520000
"Mar 29, 2018",2614.41,2659.07,2609.72,2640.87,2640.87,3565990000
"Mar 28, 2018",2611.3,2632.65,2593.06,2605,2605,3864500000
"Mar 27, 2018",2667.57,2674.78,2596.12,2612.62,2612.62,3706350000
"Mar 26, 2018",2619.35,2661.36,2601.81,2658.55,2658.55,3511100000
"Mar 23, 2018",2646.71,2657.67,2585.89,2588.26,2588.26,3815080000
"Mar 22, 2018",2691.36,2695.68,2641.59,2643.69,2643.69,3739800000
"Mar 21, 2018",2714.99,2739.14,2709.79,2711.93,2711.93,3415510000
"Mar 20, 2018",2715.05,2724.22,2710.05,2716.94,2716.94,3261030000
"Mar 19, 2018",2741.38,2741.38,2694.59,2712.92,2712.92,3302130000
"Mar 16, 2018",2750.57,2761.85,2749.97,2752.01,2752.01,5372340000
"Mar 15, 2018",2754.27,2763.03,2741.47,2747.33,2747.33,3500330000
"Mar 14, 2018",2774.06,2777.11,2744.38,2749.48,2749.48,3391360000
"Mar 13, 2018",2792.31,2801.9,2758.68,2765.31,2765.31,3301650000
"Mar 12, 2018",2790.54,2796.98,2779.26,2783.02,2783.02,3185020000
"Mar 09, 2018",2752.91,2786.57,2751.54,2786.57,2786.57,3364100000
"Mar 08, 2018",2732.75,2740.45,2722.65,2738.97,2738.97,3212320000
"Mar 07, 2018",2710.18,2730.6,2701.74,2726.8,2726.8,3393270000
"Mar 06, 2018",2730.18,2732.08,2711.26,2728.12,2728.12,3370690000
"Mar 05, 2018",2681.06,2728.09,2675.75,2720.94,2720.94,3710810000
"Mar 02, 2018",2658.89,2696.25,2647.32,2691.25,2691.25,3882450000
"Mar 01, 2018",2715.22,2730.89,2659.65,2677.67,2677.67,4503970000
"Feb 28, 2018",2753.78,2761.52,2713.54,2713.83,2713.83,4230660000
"Feb 27, 2018",2780.45,2789.15,2744.22,2744.28,2744.28,3745080000
"Feb 26, 2018",2757.37,2780.64,2753.78,2779.6,2779.6,3424650000
"Feb 23, 2018",2715.8,2747.76,2713.74,2747.3,2747.3,3189190000
"Feb 22, 2018",2710.42,2731.26,2697.77,2703.96,2703.96,3701270000
"Feb 21, 2018",2720.53,2747.75,2701.29,2701.33,2701.33,3779400000
"Feb 20, 2018",2722.99,2737.6,2706.76,2716.26,2716.26,3627610000
"Feb 16, 2018",2727.14,2754.42,2725.11,2732.22,2732.22,3637460000
"Feb 15, 2018",2713.46,2731.51,2689.82,2731.2,2731.2,3684910000
"Feb 14, 2018",2651.21,2702.1,2648.87,2698.63,2698.63,4003740000
"Feb 13, 2018",2646.27,2668.84,2637.08,2662.94,2662.94,3472870000
"Feb 12, 2018",2636.75,2672.61,2622.45,2656,2656,4055790000
"Feb 09, 2018",2601.78,2638.67,2532.69,2619.55,2619.55,5680070000
"Feb 08, 2018",2685.01,2685.27,2580.56,2581,2581,5305440000
"Feb 07, 2018",2690.95,2727.67,2681.33,2681.66,2681.66,4626570000
"Feb 06, 2018",2614.78,2701.04,2593.07,2695.14,2695.14,5891660000
"Feb 05, 2018",2741.06,2763.39,2638.17,2648.94,2648.94,5283460000
"Feb 02, 2018",2808.92,2808.92,2759.97,2762.13,2762.13,4301130000
"Feb 01, 2018",2816.45,2835.96,2812.7,2821.98,2821.98,3938450000
"Jan 31, 2018",2832.41,2839.26,2813.04,2823.81,2823.81,4261280000
"Jan 30, 2018",2832.74,2837.75,2818.27,2822.43,2822.43,3990650000
"Jan 29, 2018",2867.23,2870.62,2851.48,2853.53,2853.53,3573830000
"Jan 26, 2018",2847.48,2872.87,2846.18,2872.87,2872.87,3443230000
"Jan 25, 2018",2846.24,2848.56,2830.94,2839.25,2839.25,3835150000
"Jan 24, 2018",2845.42,2852.97,2824.81,2837.54,2837.54,4014070000
"Jan 23, 2018",2835.05,2842.24,2830.59,2839.13,2839.13,3519650000
"Jan 22, 2018",2809.16,2833.03,2808.12,2832.97,2832.97,3471780000
"Jan 19, 2018",2802.6,2810.33,2798.08,2810.3,2810.3,3639430000
"Jan 18, 2018",2802.4,2805.83,2792.56,2798.03,2798.03,3681470000
"Jan 17, 2018",2784.99,2807.04,2778.38,2802.56,2802.56,3778050000
"Jan 16, 2018",2798.96,2807.54,2768.64,2776.42,2776.42,4325970000
"Jan 12, 2018",2770.18,2787.85,2769.64,2786.24,2786.24,3573970000
"Jan 11, 2018",2752.97,2767.56,2752.78,2767.56,2767.56,3641320000
"Jan 10, 2018",2745.55,2750.8,2736.06,2748.23,2748.23,3576350000
"Jan 09, 2018",2751.15,2759.14,2747.86,2751.29,2751.29,3453480000
"Jan 08, 2018",2742.67,2748.51,2737.6,2747.71,2747.71,3242650000
"Jan 05, 2018",2731.33,2743.45,2727.92,2743.15,2743.15,3236620000
"Jan 04, 2018",2719.31,2729.29,2719.07,2723.99,2723.99,3695260000
"Jan 03, 2018",2697.85,2714.37,2697.77,2713.06,2713.06,3538660000
"Jan 02, 2018",2683.73,2695.89,2682.36,2695.81,2695.81,3367250000
"Dec 29, 2017",2689.15,2692.12,2673.61,2673.61,2673.61,2443490000
"Dec 28, 2017",2686.1,2687.66,2682.69,2687.54,2687.54,2153330000
"Dec 27, 2017",2682.1,2685.64,2678.91,2682.62,2682.62,2202080000
"Dec 26, 2017",2679.09,2682.74,2677.96,2680.5,2680.5,1968780000
"Dec 22, 2017",2684.22,2685.35,2678.13,2683.34,2683.34,2399830000
"Dec 21, 2017",2683.02,2692.64,2682.4,2684.57,2684.57,3273390000
"Dec 20, 2017",2688.18,2691.01,2676.11,2679.25,2679.25,3241030000
"Dec 19, 2017",2692.71,2694.44,2680.74,2681.47,2681.47,3368590000
"Dec 18, 2017",2685.92,2694.97,2685.92,2690.16,2690.16,3724660000
"Dec 15, 2017",2660.63,2679.63,2659.14,2675.81,2675.81,5723920000
"Dec 14, 2017",2665.87,2668.09,2652.01,2652.01,2652.01,3430030000
"Dec 13, 2017",2667.59,2671.88,2662.85,2662.85,2662.85,3542370000
"Dec 12, 2017",2661.73,2669.72,2659.78,2664.11,2664.11,3555680000
"Dec 11, 2017",2652.19,2660.33,2651.47,2659.99,2659.99,3091950000
"Dec 08, 2017",2646.21,2651.65,2644.1,2651.5,2651.5,3106150000
"Dec 07, 2017",2628.38,2640.99,2626.53,2636.98,2636.98,3292400000
"Dec 06, 2017",2626.24,2634.41,2624.75,2629.27,2629.27,3229000000
"Dec 05, 2017",2639.78,2648.72,2627.73,2629.57,2629.57,3539040000
"Dec 04, 2017",2657.19,2665.19,2639.03,2639.44,2639.44,4023150000
"Dec 01, 2017",2645.1,2650.62,2605.52,2642.22,2642.22,3942320000
"Nov 30, 2017",2633.93,2657.74,2633.93,2647.58,2647.58,4938490000
